#	delta x [m]	delta y [m]	delta orientation [rad]

-0.0015015	0.00042745	0.00005
-0.0015015	0.00042745	0.00005
-0.0030108	0.0007169	0.0006
-0.0030518	0.000583	0.0012
-0.0030212	0.0006693	0.0003
-0.0028326	0.0009099	-0.0013
-0.002809	0.0009384	-0.0015
-0.0026734	0.0008256	-0.0005
-0.0013489	0.0003374	0.0003
-0.0013489	0.0003374	0.0003
-0.0028947	0.0006489	0.0007
-0.0030133	0.00066	0.0011
-0.002921	0.0006779	0.0003
-0.0029788	0.0009123	-0.0014
-0.0016565	0.00037555	0
-0.0016565	0.00037555	0
-0.0034028	0.0007419	0.0011
-0.0032309	0.0007129	0.0014
-0.0028742	0.0007124	0.0004
-0.0024546	0.0007986	-0.0017
-0.0023081	0.0009236	-0.0018
-0.0027385	0.0007086	0.0001
-0.00146265	0.00035085	-0.00005
-0.00146265	0.00035085	-0.00005
-0.0029633	0.0005491	0.0008
-0.002653	0.0005784	0.0007
-0.0024789	0.0008474	-0.002
-0.0027475	0.0008665	-0.0015
-0.0014217	0.00043805	-0.00025
-0.0014217	0.00043805	-0.00025
-0.0029162	0.0006047	0.0011
-0.002994	0.0006198	0.0014
-0.0030424	0.0007073	0.0008
-0.0029692	0.0009246	-0.0007
-0.0028973	0.0007372	-0.0003
-0.0029238	0.0008896	-0.0012
-0.0015475	0.00039065	-0.0005
-0.0015475	0.00039065	-0.0005
-0.0029452	0.0007179	-0.0003
-0.0028814	0.0007599	-0.0001
-0.002866	0.0008457	-0.0007
-0.0028322	0.0008278	-0.0004
-0.0027739	0.0007678	0.0005
-0.00148545	0.0002961	0.0008
-0.00148545	0.0002961	0.0008
-0.0032236	0.0005725	0.0012
-0.0032125	0.0007143	-0.0006
-0.0029463	0.0008426	-0.0012
-0.0026785	0.0008812	-0.001
-0.0029267	0.0007956	0.0004
-0.0015475	0.00034985	0.00075
-0.0015475	0.00034985	0.00075
-0.0030351	0.0007793	0.001
-0.0030076	0.0007845	-0.0003
-0.002796	0.0007399	-0.0012
-0.0026696	0.0006852	-0.0007
-0.0013835	0.0003537	0
-0.0013835	0.0003537	0
-0.0029705	0.0007316	0.0005
-0.0031507	0.0007399	0.001
-0.0031164	0.0008627	0.001
-0.0028601	0.0010019	0.0008
-0.0028344	0.0010172	-0.0003
-0.00137495	0.000313	-0.00035
-0.00137495	0.000313	-0.00035
-0.0027904	0.0003297	-0.0013
-0.0030576	0.0003178	-0.0015
-0.0029235	0.0005726	-0.0015
-0.0027253	0.0007976	-0.001
-0.0025792	0.0008614	-0.0011
-0.00137565	0.0003372	-0.0002
-0.00137565	0.0003372	-0.0002
-0.0029782	0.0007319	-0.0001
-0.0031321	0.0006653	0.0008
-0.0031822	0.0007028	0.0017
-0.0031249	0.000907	0.0011
-0.002909	0.001152	-0.0003
-0.0028897	0.0009216	0.0004
-0.00151135	0.0004684	0.0004
-0.00151135	0.0004684	0.0004
-0.0033987	0.0008516	0.0009
-0.0032582	0.0006743	0.0008
-0.0029483	0.0005797	0.0006
-0.0027027	0.0007944	-0.0004
-0.0013631	0.00039825	-0.00015
-0.0013631	0.00039825	-0.00015
-0.0028091	0.0008565	-0.0006
-0.0029405	0.0007597	0.0002
-0.0030049	0.0007034	0.0004
-0.0029469	0.0007943	0.0003
-0.0027603	0.0008617	0.0005
-0.0015136	0.00035305	0.0005
-0.0015136	0.00035305	0.0005
-0.0032692	0.0006862	0.0004
-0.0030973	0.0007436	0.0001
-0.0029479	0.0007797	-0.0005
-0.0028004	0.0008147	-0.0005
-0.0029384	0.000804	0.0001
-0.00141355	0.0004193	-0.0001
-0.00141355	0.0004193	-0.0001
-0.0028495	0.0007452	0.0001
-0.0030378	0.0007039	0.0008
-0.0030453	0.0006426	0.001
-0.0029652	0.0006987	0.0004
-0.0028524	0.0008822	-0.0005
-0.00146225	0.0004363	-0.0003
-0.00146225	0.0004363	-0.0003
-0.0029356	0.0008128	-0.0003
-0.0028404	0.0007113	0.0009
-0.0029896	0.0007127	0.001
-0.0030261	0.0007978	0.0002
-0.0028417	0.0008404	-0.0002
-0.0027499	0.0006323	-0.0001
-0.001406	0.000309	-0.0003
-0.001406	0.000309	-0.0003
-0.0030005	0.0007535	-0.0006
-0.0029706	0.0008314	-0.0005
-0.0028945	0.0007014	0.001
-0.0029808	0.0007587	0.0015
-0.0029258	0.0007882	0.0005
-0.0014645	0.0003915	-0.0001
-0.0014645	0.0003915	-0.0001
-0.0046181	0.0012443	-0.0013
-0.003021	0.0006457	-0.0006
-0.0028944	0.0004831	0.0005
-0.0028094	0.0006554	-0.0005
-0.0014763	0.0004781	-0.00085
-0.0014763	0.0004781	-0.00085
-0.0028332	0.0008272	-0.0003
-0.0027442	0.0008204	-0.0002
-0.0030224	0.0008103	0.0005
-0.0032402	0.0007682	0.0013
-0.0031649	0.0008141	0.0005
-0.00148025	0.0004432	-0.00005
-0.00148025	0.0004432	-0.00005
-0.002609	0.0007957	-0.0005
-0.0026645	0.0005551	-0.0004
-0.002635	0.0003469	-0.0001
-0.0027214	0.000392	-0.0008
-0.0029348	0.0007655	-0.0011
-0.00146375	0.0003701	-0.00005
-0.00146375	0.0003701	-0.00005
-0.0027523	0.0008124	0.0002
-0.0029936	0.0008039	0.0006
-0.0030879	0.0008975	0.0002
-0.0030539	0.0010344	-0.0001
-0.0029017	0.0008551	0.001
-0.00144025	0.000422	0.00065
-0.00144025	0.000422	0.00065
-0.0031548	0.0007598	0.0013
-0.0031009	0.0007961	0.0005
-0.005806	0.0016013	0.0001
-0.0030249	0.0008781	-0.0005
-0.00146685	0.00044775	0.00005
-0.00146685	0.00044775	0.00005
-0.0029651	0.0009176	-0.0003
-0.0029486	0.0009047	-0.0004
-0.0029682	0.0007688	0.0006
-0.0029683	0.0005887	0.0011
-0.0028603	0.0005945	0.0007
-0.00151955	0.0004125	0.00005
-0.00151955	0.0004125	0.00005
-0.0030007	0.0010205	-0.0018
-0.0027756	0.0008025	-0.0011
-0.0028682	0.0007523	0.0004
-0.0030797	0.0006014	0.0019
-0.0030198	0.0006071	0.0014
-0.00146315	0.0003898	-0.00015
-0.00146315	0.0003898	-0.00015
-0.003009	0.0009232	-0.0008
-0.0028085	0.0007781	-0.0006
-0.0029029	0.0007489	-0.0002
-0.0031514	0.0006281	0.0009
-0.0031116	0.0007384	0.0005
-0.0013821	0.00042375	-0.00005
-0.0013821	0.00042375	-0.00005
-0.0025531	0.0008757	-0.0003
-0.0029332	0.0006585	0.0007
-0.0031756	0.0007176	0.0008
-0.0029922	0.0008355	-0.0003
-0.0027326	0.0008075	-0.0014
-0.0007484	0.00025605	0.0045
-0.0007484	0.00025605	0.0045
-0.0030373	0.0007359	0.0017
-0.0028808	0.0006495	0.0022
-0.0027219	0.000486	0.0018
-0.0028755	0.0004473	0.0013
-0.0028689	0.0007453	0
-0.00133915	0.0004706	-0.00055
-0.00133915	0.0004706	-0.00055
-0.002963	0.0008388	-0.0012
-0.003134	0.0009057	-0.0011
-0.0029941	0.0008629	-0.001
-0.0029052	0.0006556	0.0005
-0.0029792	0.0005544	0.0009
-0.0016064	0.0003614	0.00025
-0.0016064	0.0003614	0.00025
-0.0029593	0.0008287	0
-0.0027058	0.0008714	-0.0008
-0.0027779	0.0006845	-0.0004
-0.0030276	0.0008061	-0.0004
-0.0030098	0.0006466	0.0002
-0.0015013	0.000281	0.0005
-0.0015013	0.000281	0.0005
-0.0029277	0.0005471	0.0017
-0.0026851	0.000764	0.001
-0.0027746	0.0006424	0.0004
-0.0030086	0.0009354	-0.0014
-0.0032909	0.0009857	-0.0023
-0.00158225	0.00043795	-0.00055
-0.00158225	0.00043795	-0.00055
-0.0029169	0.0006162	0.0007
-0.0027502	0.0007206	0.0004
-0.0029574	0.0007182	0.0012
-0.0027628	0.0008156	0.0003
-0.0027088	0.0006704	-0.0001
-0.00143365	0.0003684	-0.00015
-0.00143365	0.0003684	-0.00015
-0.003035	0.0008626	-0.0008
-0.0030045	0.0007918	-0.0005
-0.0030352	0.0008318	-0.0003
-0.0030324	0.000996	-0.0004
-0.0028477	0.0007673	0.001
-0.00137965	0.0002361	0.00085
-0.00137965	0.0002361	0.00085
-0.003176	0.0005596	0.0011
-0.0032376	0.0007992	0
-0.0028713	0.0009698	-0.0014
-0.0027892	0.0009357	-0.0016
-0.0029365	0.0009249	-0.001
-0.0014706	0.00037455	0.0002
-0.0014706	0.00037455	0.0002
-0.0029438	0.0005566	0.0017
-0.0028292	0.0004861	0.0018
-0.002831	0.0007345	0.0005
-0.0029761	0.0008501	-0.0005
-0.0028207	0.0008906	-0.0014
-0.0015024	0.0004134	-0.00065
-0.0015024	0.0004134	-0.00065
-0.003152	0.0008522	-0.0007
-0.0030011	0.0007362	0
-0.0027835	0.0008144	0
-0.0029502	0.0006884	0.0013
-0.0027519	0.0006375	0.0017
-0.00131865	0.00021525	0.00095
-0.00131865	0.00021525	0.00095
-0.0028199	0.0005535	0.0007
-0.003097	0.0008405	-0.0011
-0.0032149	0.0010359	-0.0022
-0.0031977	0.0010038	-0.0019
-0.0029448	0.000845	-0.0005
-0.00143935	0.0003617	0.00035
-0.00143935	0.0003617	0.00035
-0.0028695	0.0005296	0.002
-0.0029774	0.0004999	0.0019
-0.003182	0.0007489	0
-0.0029566	0.0009376	-0.0009
-0.0027942	0.0008628	-0.0014
-0.0014648	0.00045085	-0.0008
-0.0014648	0.00045085	-0.0008
-0.002917	0.0007779	-0.0002
-0.0028532	0.0008209	0.0004
-0.0027789	0.0006517	0.0014
-0.0027469	0.0005718	0.002
-0.0030128	0.000668	0.0008
-0.0015292	0.00039875	-0.00035
-0.0015292	0.00039875	-0.00035
-0.0027668	0.0007198	-0.0011
-0.0027927	0.0007145	-0.0013
-0.0047152	0.0012784	-0.0014
-0.0030538	0.000878	-0.001
-0.00150165	0.0004241	-0.00025
-0.00150165	0.0004241	-0.00025
-0.0028209	0.0007009	0.0009
-0.0027122	0.0005985	0.0012
-0.0028581	0.0005832	0.0012
-0.0030295	0.0006453	-0.0001
-0.003205	0.0008756	-0.0017
-0.0030515	0.0009662	-0.0017
-0.0013714	0.00043035	-0.0004
-0.0013714	0.00043035	-0.0004
-0.0028565	0.0007499	0.0007
-0.0029806	0.0005641	0.0018
-0.0028469	0.0004473	0.0016
-0.0029654	0.0005846	0
-0.0030094	0.0008364	-0.0009
-0.00139675	0.0004828	-0.0004
-0.00139675	0.0004828	-0.0004
-0.0028376	0.0008477	-0.0004
-0.0028965	0.0008066	-0.0001
-0.0029329	0.0007543	0.0009
-0.0029552	0.0006841	0.0012
-0.0028991	0.0005602	0.001
-0.00148895	0.000385	-0.0003
-0.00148895	0.000385	-0.0003
-0.0030843	0.0009698	-0.0017
-0.0028962	0.0008312	-0.0005
-0.0028167	0.0007905	-0.0003
-0.0030457	0.0008344	-0.0003
-0.0030448	0.0008073	0.0003
-0.0013901	0.0003562	0.00025
-0.0013901	0.0003562	0.00025
-0.0025825	0.0006812	0.0002
-0.0029366	0.0005885	0.0014
-0.0029508	0.0007012	0.0004
-0.0029584	0.0007336	-0.0005
-0.00161995	0.00042525	-0.0005
-0.00161995	0.00042525	-0.0005
-0.0030665	0.0010501	-0.0014
-0.0027599	0.000848	-0.0006
-0.0025908	0.0007914	0.0003
-0.0029717	0.0007046	0.0014
-0.0031092	0.0007511	0.0012
-0.003015	0.0006707	0.0005
-0.0014608	0.00034765	-0.00025
-0.0014608	0.00034765	-0.00025
-0.0028614	0.0009127	-0.0019
-0.0028546	0.0009304	-0.0015
-0.0026339	0.0008939	-0.0011
-0.0027224	0.000702	0.0006
-0.0030091	0.0005503	0.0022
-0.0015142	0.00022005	0.00115
-0.0015142	0.00022005	0.00115
-0.0029247	0.0007	0.0001
-0.0031033	0.0008423	-0.001
-0.0030919	0.0010845	-0.0015
-0.0028569	0.000853	-0.0006
-0.00296	0.0007055	0.0002
-0.00156115	0.0003591	0.0002
-0.00156115	0.0003591	0.0002
-0.0028769	0.0008039	-0.0001
-0.0027281	0.0006732	0.0007
-0.0028934	0.0006515	0.0008
-0.0030067	0.0007317	0.0001
-0.0030513	0.0008579	-0.0006
-0.0014625	0.0004189	-0.00055
-0.0014625	0.0004189	-0.00055
-0.002838	0.0008794	-0.0017
-0.0029878	0.0007014	-0.0002
-0.0026448	0.000691	0.0004
-0.002663	0.0007258	0.0011
-0.0015608	0.00035695	0.0008
-0.0015608	0.00035695	0.0008
-0.0031197	0.0006991	0.0004
-0.0029753	0.000743	-0.0004
-0.002953	0.0007781	-0.0008
-0.0029319	0.0008723	-0.001
-0.0028805	0.0007815	-0.0001
-0.0027594	0.000696	0.0001
-0.0014409	0.00028635	0.00045
-0.0014409	0.00028635	0.00045
-0.003019	0.0006226	0.0011
-0.0030582	0.0007607	0.0006
-0.0028885	0.0006949	-0.0001
-0.0029098	0.0008748	-0.0012
-0.0030063	0.0008769	-0.0016
-0.0014795	0.0003478	-0.0004
-0.0014795	0.0003478	-0.0004
-0.0029868	0.0006947	-0.0005
-0.0029351	0.000899	-0.0003
-0.0027475	0.0007428	0.0006
-0.002779	0.0007078	0.0003
-0.0029793	0.0006603	0.0003
-0.0015514	0.000435	-0.0006
-0.0015514	0.000435	-0.0006
-0.0032093	0.0008982	-0.0012
-0.0029564	0.0007794	0.0001
-0.0028148	0.000693	0.001
-0.0027603	0.0007941	0.0012
-0.0026427	0.0006046	0.0017
-0.00131875	0.00037715	0.00025
-0.00131875	0.00037715	0.00025
-0.0029728	0.0007732	0.0001
-0.0030647	0.0007265	0.0003
-0.003117	0.0006403	0.0003
-0.0032269	0.0007148	-0.0001
-0.0028708	0.0010339	-0.0013
-0.0013109	0.0005086	-0.00035
-0.0013109	0.0005086	-0.00035
-0.0026527	0.0006802	0.0009
-0.0028968	0.0004896	0.0012
-0.0033487	0.000554	0.0009
-0.0031806	0.0006526	0.0002
-0.0028035	0.0008446	-0.0006
-0.00134615	0.00055215	-0.001
-0.00134615	0.00055215	-0.001
-0.0028467	0.0010209	-0.0017
-0.0029166	0.0006633	0.0003
-0.0029898	0.0005644	0.0011
-0.0030772	0.0006159	0.0009
-0.0029677	0.0007396	0.0007
-0.00133395	0.0004228	-0.0005
-0.00133395	0.0004228	-0.0005
-0.0027285	0.0007708	-0.0011
-0.0029263	0.0009354	-0.0011
-0.0031487	0.0008784	0.0001
-0.0031625	0.0006215	0.0018
-0.0030708	0.000626	0.0013
-0.0015151	0.0002883	0.00045
-0.0015151	0.0002883	0.00045
-0.002857	0.0007063	0.0003
-0.0028289	0.0007749	-0.0007
-0.0029925	0.0007516	-0.0001
-0.0029779	0.0007007	0.0004
-0.0030489	0.000605	0.0008
-0.00150315	0.00034525	0.00025
-0.00150315	0.00034525	0.00025
-0.0029204	0.0007583	0.0006
-0.0026945	0.0009177	-0.0006
-0.0025346	0.0008444	-0.0011
-0.0029888	0.0007034	-0.0004
-0.0032363	0.0007605	-0.0001
-0.00156685	0.00037055	0.00005
-0.00156685	0.00037055	0.00005
-0.0028296	0.0007295	-0.0003
-0.0028953	0.0007989	0
-0.0028031	0.0009193	-0.0005
-0.0025074	0.0009087	-0.0012
-0.0026511	0.0005552	0.0004
-0.0014863	0.00028365	0.00025
-0.0014863	0.00028365	0.00025
-0.0032223	0.0006371	0.0004
-0.0031407	0.0007177	-0.0004
-0.0028641	0.0010001	-0.0019
-0.0027798	0.0009724	-0.0011
-0.0026469	0.0008885	-0.0001
-0.0013579	0.0003083	0.0004
-0.0013579	0.0003083	0.0004
-0.0032067	0.000595	0.0008
-0.0033789	0.0007368	0.0006
-0.0030813	0.0007561	0
-0.0029269	0.0007155	-0.0003
-0.0028832	0.0008855	-0.0012
-0.00143535	0.00043355	-0.0005
-0.00143535	0.00043355	-0.0005
-0.0029057	0.0008628	-0.0008
-0.0029264	0.0006737	0.0004
-0.0029852	0.0005238	0.0018
-0.0028922	0.0004871	0.0017
-0.0026092	0.0007427	-0.0006
-0.0014907	0.0004355	-0.0011
-0.0014907	0.0004355	-0.0011
-0.0033636	0.0010285	-0.0022
-0.0032095	0.0008642	-0.0008
-0.003065	0.0006609	0.0011
-0.0030612	0.0006787	0.0017
-0.0027872	0.0008835	0.0003
-0.00129345	0.00041845	-0.0004
-0.00129345	0.00041845	-0.0004
-0.0026079	0.0006509	-0.0003
-0.0027491	0.0005824	0
-0.0030904	0.0007164	0.0004
-0.0032171	0.0007345	0.0007
-0.00153405	0.0004277	0.00005
-0.00153405	0.0004277	0.00005
-0.003011	0.0008478	0.0001
-0.0026102	0.0008253	-0.0001
-0.0012664	0.0002985	0.0001
-0.0013581	0.0003114	0
-0.0015805	0.0002507	0.0003
-0.0016722	0.0002867	0.0004
-0.0016593	0.0003529	0
-0.0030478	0.0007961	-0.0003
-0.0014143	0.0003851	-0.0003
-0.0014191	0.00044975	-0.0004
-0.0014191	0.00044975	-0.0004
-0.0029744	0.0008862	0
-0.0013926	0.0004705	-0.0004
-0.0014416	0.000409	0
-0.0014123	0.0003419	0.0002
-0.001389	0.0002736	0.0004
-0.0013965	0.0002802	0.0004
-0.0014082	0.0002948	0.0005
-0.0014294	0.0002871	0.0006
-0.0014968	0.0003294	0.0004
-0.001559	0.0004266	0.0001
-0.0007596	0.00025215	-0.0001
-0.0007596	0.00025215	-0.0001
-0.0030446	0.0008599	-0.0005
-0.0015267	0.0004318	-0.0006
-0.0015084	0.0004622	-0.0007
-0.001454	0.0004602	-0.0007
-0.0014977	0.0003417	-0.0001
-0.0014528	0.0003308	-0.0001
-0.0014065	0.0003402	0
-0.0013972	0.0003404	0.0002
-0.0014434	0.0003409	0.0005
-0.0014644	0.0003518	0.00075
-0.0014644	0.0003518	0.00075
-0.0026923	0.0006631	0.0014
-0.0027141	0.0006078	0.0007
-0.0027543	0.0006902	-0.0002
-0.0015951	0.0003249	0
-0.0016642	0.0003809	-0.0003
-0.0017453	0.0004398	-0.0004
-0.0017577	0.0004652	-0.0004
-0.00167125	0.0004433	-0.0002
-0.00167125	0.0004433	-0.0002
-0.001555	0.0003975	0.0001
-0.0014783	0.0003992	0.0001
-0.0013965	0.00042	0
-0.0013769	0.0003195	0.0005
-0.0012689	0.0003128	0.0002
-0.0012198	0.0003899	-0.0002
-0.0013135	0.0003543	0.0001
-0.0013578	0.000376	0
-0.0014785	0.0004238	-0.0001
-0.0015476	0.0004472	-0.0002
-0.0007729	0.0002089	-0.0001
-0.0007729	0.0002089	-0.0001
-0.0015391	0.0003687	0
-0.0015514	0.0002999	0.0002
-0.0015643	0.0002738	0.0004
-0.0015797	0.0002705	0.0004
-0.0015405	0.0002837	0.0004
-0.0014659	0.0003704	0.0001
-0.0014941	0.0004317	0
-0.0014814	0.0004566	0.0001
-0.0013587	0.0005592	-0.0007
-0.0013226	0.0005583	-0.0008
-0.0012948	0.0004438	-0.0004
-0.0006217	0.00017155	-0.00005
-0.0006217	0.00017155	-0.00005
-0.0013249	0.0002961	0.0004
-0.0014789	0.0002926	0.0006
-0.001593	0.0002744	0.0006
-0.0016338	0.0002807	0.0005
-0.0016027	0.0003406	0.0003
-0.0015298	0.0003709	0
-0.001432	0.0003826	-0.0001
-0.0013562	0.0004359	-0.0005
-0.0013886	0.0004481	-0.0006
-0.0014574	0.0004597	-0.0003
-0.0014377	0.0004991	-0.0004
-0.0014708	0.0004059	0
-0.0007094	0.00018035	0
-0.0007094	0.00018035	0
-0.0013772	0.0003063	-0.0001
-0.0013955	0.000282	0
-0.0014475	0.0002895	0.0002
-0.0014794	0.0003226	0.0002
-0.0014846	0.0004042	0
-0.0015105	0.0003726	0.0002
-0.0014421	0.0003936	-0.0001
-0.0013867	0.0004242	-0.0004
-0.0014064	0.0003455	0
-0.0014568	0.0002538	0.0003
-0.00074215	0.00016205	-0.00005
-0.00074215	0.00016205	-0.00005
-0.0014827	0.0004286	-0.0005
-0.0015444	0.0004128	-0.0002
-0.0015843	0.0003587	0.0002
-0.0014986	0.0003806	0.0003
-0.0013743	0.0003967	0.0001
-0.0013162	0.0004182	-0.0001
-0.00132	0.000425	-0.0001
-0.001429	0.0003585	0.0002
-0.001542	0.00032	0.0005
-0.001503	0.0003916	0.0001
-0.0014659	0.0003044	0.0004
-0.0007032	0.00013805	0.00005
-0.0007032	0.00013805	0.00005
-0.0014046	0.0003362	-0.0002
-0.0014038	0.0004599	-0.0005
-0.0014607	0.0004648	-0.0004
-0.0015163	0.0004102	-0.0001
-0.0014873	0.0004003	-0.0001
-0.0014595	0.0003587	0
-0.001408	0.000275	0.0003
-0.0013816	0.0002079	0.0007
-0.0013966	0.0002126	0.0008
-0.0014533	0.0001834	0.0012
-0.0014163	0.0002771	0.0009
-0.0006857	0.0002097	0.00015
-0.0006857	0.0002097	0.00015
-0.0013671	0.0004914	0.0001
-0.0013176	0.0005214	-0.0001
-0.0011585	0.0005636	-0.0007
-0.0011467	0.0004882	-0.0005
-0.0012306	0.0003659	-0.0002
-0.0013226	0.000271	0
-0.0014394	0.0001724	0.0002
-0.0015714	0.0001563	0
-0.0016232	0.0001887	-0.0003
-0.0015511	0.0002037	-0.0006
-0.001434	0.0002451	-0.0008
-0.0007077	0.00013435	-0.0003
-0.0007077	0.00013435	-0.0003
-0.0013668	0.0004284	-0.0008
-0.001412	0.0005077	-0.0007
-0.0014924	0.0005574	-0.0003
-0.0014862	0.000659	-0.0004
-0.0014326	0.0006793	-0.0003
-0.0014869	0.0004975	0.0006
-0.0015325	0.0003561	0.0008
-0.0015583	0.0002016	0.0012
-0.0015099	0.0000785	0.0012
-0.001461	0.0000487	0.0009
-0.0013955	0.0001287	0.0001
-0.0013868	0.0001799	-0.0005
-0.0006314	0.000165	-0.0006
-0.0006314	0.000165	-0.0006
-0.001086	0.0003851	-0.0014
-0.0006483	0.0023661	-0.006
-0.0009188	0.000569	-0.0017
-0.000907	0.0005181	-0.001
-0.0009812	0.0003714	0.0001
-0.0010865	0.0003274	0.0007
-0.0011515	-0.0017958	0.0065
-0.0018611	0.0002937	0.001
-0.0019735	0.000302	0.0008
-0.0019841	0.0003972	0.0001
-0.00085525	0.00023165	-0.00025
-0.00085525	0.00023165	-0.00025
-0.0012827	0.000431	-0.0008
-0.0008511	0.0003113	-0.0008
-0.0004944	0.0001849	-0.0006
-0.0002375	0.0000849	-0.0003
-0.0000769	0.000019	0
-0.0000131	-0.0000076	0.0001
-0.0000036	-0.0000068	0.0001
-0.0000016	0.0000026	0.0001
-0.0005654	0.0015564	-0.0129
0.0025025	-0.0015721	0.0265
-0.0025104	0.0015665	-0.0264
0.0012407	-0.0007752	0.01305
0.0012407	-0.0007752	0.01305
-0.0024967	0.0015288	-0.026
0.0024506	-0.0014979	0.0256
-0.0024353	0.0015277	-0.0258
0.0024337	-0.0015301	0.0256
-0.0024247	0.0015408	-0.0257
0.0024199	-0.0015264	0.0258
-0.0024308	0.0015345	-0.0259
0.0024885	-0.0015328	0.0262
-0.0024865	0.0015266	-0.0261
0.0025967	-0.0015486	0.0263
-0.0025918	0.0015253	-0.0262
0.0013105	-0.000777	0.0132
0.0013105	-0.000777	0.0132
-0.0026317	0.0015415	-0.0264
0.0026036	-0.0015596	0.0264
-0.0026076	0.0015527	-0.0264
0.0025255	-0.0015525	0.0261
-0.0025209	0.0015463	-0.026
0.002373	-0.0015088	0.0256
-0.0023721	0.0015207	-0.0257
0.0023422	-0.001499	0.0255
-0.0023464	0.0015085	-0.0255
0.0023975	-0.0015018	0.0256
-0.0023883	0.0014964	-0.0256
0.00121725	-0.00075125	0.013
0.00121725	-0.00075125	0.013
-0.0024446	0.0015116	-0.026
0.0025599	-0.0015363	0.0262
-0.0025474	0.001547	-0.0262
0.0025852	-0.0015605	0.0264
-0.0025632	0.001552	-0.0264
0.0024961	-0.0015801	0.0263
-0.0024902	0.0015647	-0.0263
0.0024406	-0.001569	0.026
-0.0024641	0.0015453	-0.026
0.0023666	-0.0014914	0.0259
-0.0023952	0.0014948	-0.0258
0.0023683	-0.001479	0.0257
-0.0011838	0.00075185	-0.0129
-0.0011838	0.00075185	-0.0129
0.0024678	-0.0015022	0.0258
-0.0024515	0.0015384	-0.026
0.0025211	-0.0015407	0.0262
-0.0025105	0.0015669	-0.0262
0.0026234	-0.0015945	0.0264
-0.002628	0.0015877	-0.0264
0.0026636	-0.0016043	0.0265
-0.0026628	0.0015634	-0.0263
0.0025437	-0.0015605	0.0263
-0.0025381	0.0015171	-0.0263
0.0012277	-0.00075915	0.01295
0.0012277	-0.00075915	0.01295
-0.0024588	0.0014967	-0.0259
0.002369	-0.001486	0.0256
-0.0023812	0.0015168	-0.0258
0.0023053	-0.0014978	0.0258
-0.0023247	0.0015217	-0.0258
0.0023845	-0.0015267	0.026
-0.0023908	0.0015338	-0.0259
0.0025014	-0.0015324	0.0263
-0.0024789	0.0015542	-0.0261
0.0026123	-0.0015532	0.0262
-0.0025782	0.0015866	-0.0264
0.0013389	-0.00079325	0.0132
0.0013389	-0.00079325	0.0132
-0.0026405	0.0016012	-0.0265
0.0025524	-0.0015962	0.0264
-0.0025344	0.0015749	-0.0266
0.0024022	-0.0015663	0.0264
-0.002441	0.0014769	-0.0262
0.0023276	-0.0014716	0.0258
-0.0023819	0.0014163	-0.0255
0.0022975	-0.0013965	0.0252
-0.0023373	0.0014349	-0.0252
0.0024155	-0.0014416	0.0253
-0.0024237	0.0015093	-0.0253
0.0012603	-0.0007696	0.01285
0.0012603	-0.0007696	0.01285
-0.0024823	0.0015888	-0.0257
0.0025098	-0.0016337	0.0261
-0.0024657	0.0016632	-0.0263
0.0025094	-0.0017026	0.0265
-0.0024899	0.0016562	-0.0264
0.0023701	-0.001623	0.0261
-0.0023756	0.001529	-0.0258
0.0021669	-0.0014524	0.0254
-0.0021947	0.0013669	-0.0253
0.0020818	-0.0013078	0.0251
-0.0020991	0.0012981	-0.0251
0.0010231	-0.0006441	0.0125
0.0010231	-0.0006441	0.0125
-0.0020633	0.0013333	-0.0251
0.0021882	-0.0013509	0.0252
-0.0022085	0.0014097	-0.0252
0.0024535	-0.0015023	0.0257
-0.0024506	0.0015546	-0.0257
0.0025918	-0.0016168	0.0262
-0.0025485	0.0016329	-0.0263
0.0026327	-0.0016553	0.0265
-0.0025942	0.0016488	-0.0266
0.0025371	-0.0016171	0.0262
-0.002531	0.0016115	-0.0264
0.0023468	-0.0015416	0.0258
-0.00118495	0.0007393	-0.01285
-0.00118495	0.0007393	-0.01285
0.0022841	-0.0014321	0.0254
-0.0023242	0.0013883	-0.0252
0.0023137	-0.0013867	0.0253
-0.002361	0.0014031	-0.0251
0.0024158	-0.0013999	0.0257
-0.0024138	0.0014503	-0.0258
0.0025779	-0.0014882	0.0263
-0.0025205	0.0015429	-0.0266
0.0026234	-0.0016191	0.0267
-0.0025884	0.0016306	-0.0268
0.002636	-0.0016992	0.0264
-0.0013106	0.0008256	-0.0131
-0.0013106	0.0008256	-0.0131
0.0026016	-0.0017174	0.0255
-0.0026038	0.0016824	-0.0254
0.0023889	-0.0016506	0.0249
-0.0024027	0.0016456	-0.025
0.0021712	-0.0015112	0.0253
-0.0021885	0.0015217	-0.0254
0.0020498	-0.0013238	0.0263
-0.0020735	0.0013359	-0.0262
